"icd","icddesc","icdvers","hcc2013","hccesrd","hcc","rxhcc","inhcc2013","inhccesrd","inhcc","inrxhcc","year"
"2879","Hemorrhagic cond NOS ",9,,48,48,,"No","Yes","Yes","No",2014
"28800","Neutropenia NOS ",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28801","Congenital neutropenia ",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28802","Cyclic neutropenia ",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28803","Drug induced neutropenia",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28804","Neutropenia d/t infectn ",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28809","Neutropenia NEC ",9,45,47,47,,"Yes","Yes","Yes","No",2014
"2881","Function dis neutrophils",9,45,47,47,,"Yes","Yes","Yes","No",2014
"2882","Genetic anomaly leukocyt",9,45,47,47,,"Yes","Yes","Yes","No",2014
"2884","Hemophagocytic syndromes",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28952","Splenic sequestration ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28981","Prim hypercoagulable st ",9,,48,48,50,"No","Yes","Yes","Yes",2014
"28982","Sec hypercoagulable st ",9,,48,48,50,"No","Yes","Yes","Yes",2014
"28983","Myelofibrosis ",9,,46,46,9,"No","Yes","Yes","Yes",2014
"28984","Heparin-indu thrombocyto",9,,48,48,,"No","Yes","Yes","No",2014
"2900","Senile dementia uncomp ",9,,52,,55,"No","Yes","No","Yes",2014
"29010","Presenile dementia ",9,,52,,55,"No","Yes","No","Yes",2014
"29011","Presenile delirium ",9,,51,,55,"No","Yes","No","Yes",2014
"29012","Presenile delusion ",9,,51,,55,"No","Yes","No","Yes",2014
"29013","Presenile depression ",9,,51,,55,"No","Yes","No","Yes",2014
"29020","Senile delusion ",9,,51,,55,"No","Yes","No","Yes",2014
"29021","Senile depressive ",9,,51,,55,"No","Yes","No","Yes",2014
"2903","Senile delirium ",9,,51,,55,"No","Yes","No","Yes",2014
"29040","Vascular dementia,uncomp",9,,52,,55,"No","Yes","No","Yes",2014
"29041","Vasc dementia w delirium",9,,51,,55,"No","Yes","No","Yes",2014
"29042","Vasc dementia w delusion",9,,51,,55,"No","Yes","No","Yes",2014
"29043","Vasc dementia w depressn",9,,51,,55,"No","Yes","No","Yes",2014
"2908","Senile psychosis NEC ",9,,52,,55,"No","Yes","No","Yes",2014
"2909","Senile psychot cond NOS ",9,,52,,55,"No","Yes","No","Yes",2014
"2910","Delirium tremens ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2911","Alcohol amnestic disordr",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2912","Alcohol persist dementia",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2913","Alcoh psy dis w hallucin",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2914","Pathologic alcohol intox",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2915","Alcoh psych dis w delus ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29181","Alcohol withdrawal ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29182","Alcoh induce sleep disor",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29189","Alcohol mental disor NEC",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2919","Alcohol mental disor NOS",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2920","Drug withdrawal ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29211","Drug psych disor w delus",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29212","Drug psy dis w hallucin ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2922","Pathologic drug intox ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29281","Drug-induced delirium ",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29282","Drug persisting dementia",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29283","Drug persist amnestc dis",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29284","Drug-induced mood disord",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29285","Drug induced sleep disor",9,51,54,54,,"Yes","Yes","Yes","No",2014
"29289","Drug mental disorder NEC",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2929","Drug mental disorder NOS",9,51,54,54,,"Yes","Yes","Yes","No",2014
"2940","Amnestic disord oth dis ",9,,52,,55,"No","Yes","No","Yes",2014
"29410","Dementia w/o behav dist ",9,,52,,55,"No","Yes","No","Yes",2014
"29411","Dementia w behavior dist",9,,51,,55,"No","Yes","No","Yes",2014
"29420","Demen NOS w/o behv dstrb",9,,52,,55,"No","Yes","No","Yes",2014
"29421","Demen NOS w behav distrb",9,,51,,55,"No","Yes","No","Yes",2014
"2948","Mental disor NEC oth dis",9,,52,,55,"No","Yes","No","Yes",2014
"2949","Mental disor NOS oth dis",9,,52,,55,"No","Yes","No","Yes",2014
"29500","Simpl schizophren-unspec",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29501","Simpl schizophren-subchr",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29502","Simple schizophren-chr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29503","Simp schiz-subchr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29504","Simpl schizo-chr/exacerb",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29505","Simpl schizophren-remiss",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29510","Hebephrenia-unspec ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29511","Hebephrenia-subchronic ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29512","Hebephrenia-chronic ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29513","Hebephren-subchr/exacerb",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29514","Hebephrenia-chr/exacerb ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29515","Hebephrenia-remission ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29520","Catatonia-unspec ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29521","Catatonia-subchronic ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29522","Catatonia-chronic ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29523","Catatonia-subchr/exacerb",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29524","Catatonia-chr/exacerb ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29525","Catatonia-remission ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29530","Paranoid schizo-unspec ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29531","Paranoid schizo-subchr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29532","Paranoid schizo-chronic ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29533","Paran schizo-subchr/exac",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29534","Paran schizo-chr/exacerb",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29535","Paranoid schizo-remiss ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29540","Schizophreniform dis NOS",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29541","Schizophrenic dis-subchr",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29542","Schizophren dis-chronic ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29543","Schizo dis-subchr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29544","Schizophr dis-chr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29545","Schizophrenic dis-remiss",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29550","Latent schizophren-unsp ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29551","Lat schizophren-subchr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29552","Latent schizophren-chr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29553","Lat schizo-subchr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29554","Latent schizo-chr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29555","Lat schizophren-remiss ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29560","Schizophr dis resid NOS ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29561","Schizoph dis resid-subch",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29562","Schizophr dis resid-chr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29563","Schizo resid subchr/exac",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29564","Schizoph resid-chro/exac",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29565","Schizoph dis resid-remis",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29570","Schizoaffective dis NOS ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29571","Schizoaffectv dis-subchr",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29572","Schizoaffective dis-chr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29573","Schizoaff dis-subch/exac",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29574","Schizoafftv dis-chr/exac",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29575","Schizoaffectve dis-remis",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29580","Schizophrenia NEC-unspec",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29581","Schizophrenia NEC-subchr",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29582","Schizophrenia NEC-chr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29583","Schizo NEC-subchr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29584","Schizo NEC-chr/exacerb ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29585","Schizophrenia NEC-remiss",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29590","Schizophrenia NOS-unspec",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29591","Schizophrenia NOS-subchr",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29592","Schizophrenia NOS-chr ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29593","Schizo NOS-subchr/exacer",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29594","Schizo NOS-chr/exacerb ",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29595","Schizophrenia NOS-remiss",9,54,57,57,58,"Yes","Yes","Yes","Yes",2014
"29600","Bipol I single manic NOS",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29601","Bipol I single manc-mild",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29602","Bipol I single manic-mod",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29603","Bipol I sing-sev w/o psy",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29604","Bipo I sin man-sev w psy",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29605","Bipol I sing man rem NOS",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29606","Bipol I single manic rem",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29610","Recur manic dis-unspec ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29611","Recur manic dis-mild ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29612","Recur manic dis-mod ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29613","Recur manic dis-severe ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29614","Recur manic-sev w psycho",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29615","Recur manic-part remiss ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29616","Recur manic-full remiss ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29620","Depress psychosis-unspec",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29621","Depress psychosis-mild ",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29622","Depressive psychosis-mod",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29623","Depress psychosis-severe",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29624","Depr psychos-sev w psych",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29625","Depr psychos-part remiss",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29626","Depr psychos-full remiss",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29630","Recurr depr psychos-unsp",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29631","Recurr depr psychos-mild",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29632","Recurr depr psychos-mod ",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29633","Recur depr psych-severe ",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29634","Rec depr psych-psychotic",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29635","Recur depr psyc-part rem",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29636","Recur depr psyc-full rem",9,55,58,58,60,"Yes","Yes","Yes","Yes",2014
"29640","Bipol I currnt manic NOS",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29641","Bipol I curnt manic-mild",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29642","Bipol I currnt manic-mod",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29643","Bipol I manc-sev w/o psy",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29644","Bipol I manic-sev w psy ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29645","Bipol I cur man part rem",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29646","Bipol I cur man full rem",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29650","Bipol I cur depres NOS ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29651","Bipol I cur depress-mild",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29652","Bipol I cur depress-mod ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29653","Bipol I curr dep w/o psy",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29654","Bipol I currnt dep w psy",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29655","Bipol I cur dep rem NOS ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29656","Bipol I currnt dep remis",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29660","Bipol I currnt mixed NOS",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29661","Bipol I currnt mix-mild ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29662","Bipol I currnt mixed-mod",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29663","Bipol I cur mix w/o psy ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29664","Bipol I cur mixed w psy ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29665","Bipol I cur mix-part rem",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29666","Bipol I cur mixed remiss",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"2967","Bipolor I current NOS ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29680","Bipolar disorder NOS ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29681","Atypical manic disorder ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29682","Atypical depressive dis ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29689","Bipolar disorder NEC ",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29690","Episodic mood disord NOS",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"29699","Episodic mood disord NEC",9,55,58,58,59,"Yes","Yes","Yes","Yes",2014
"2970","Paranoid state, simple ",9,55,58,58,,"Yes","Yes","Yes","No",2014
"2971","Delusional disorder ",9,55,58,58,,"Yes","Yes","Yes","No",2014
"2972","Paraphrenia ",9,55,58,58,,"Yes","Yes","Yes","No",2014
"2973","Shared psychotic disord ",9,55,58,58,,"Yes","Yes","Yes","No",2014
"2978","Paranoid states NEC ",9,55,58,58,,"Yes","Yes","Yes","No",2014
"2979","Paranoid state NOS ",9,55,58,58,,"Yes","Yes","Yes","No",2014
"29900","Autistic disord-current ",9,,,,65,"No","No","No","Yes",2014
"29901","Autistic disord-residual",9,,,,65,"No","No","No","Yes",2014
"29910","Childhd disintegr-active",9,,,,65,"No","No","No","Yes",2014
"29911","Childhd disintegr-resid ",9,,,,65,"No","No","No","Yes",2014
"29980","Pervasv dev dis-cur NEC ",9,,,,65,"No","No","No","Yes",2014
"29981","Pervasv dev dis-res NEC ",9,,,,65,"No","No","No","Yes",2014
"29990","Pervasv dev dis-cur NOS ",9,,,,65,"No","No","No","Yes",2014
"29991","Pervasv dev dis-res NOS ",9,,,,65,"No","No","No","Yes",2014
"30001","Panic dis w/o agorphobia",9,,,,63,"No","No","No","Yes",2014
"30002","Generalized anxiety dis ",9,,,,63,"No","No","No","Yes",2014
"30010","Hysteria NOS ",9,,,,63,"No","No","No","Yes",2014
"30011","Conversion disorder ",9,,,,63,"No","No","No","Yes",2014
"30012","Dissociative amnesia ",9,,,,61,"No","No","No","Yes",2014
"30013","Dissociative fugue ",9,,,,61,"No","No","No","Yes",2014
"30014","Dissociatve identity dis",9,,,,61,"No","No","No","Yes",2014
"30015","Dissociative react NOS ",9,,,,61,"No","No","No","Yes",2014
"30016","Factitious dis w symptom",9,,,,63,"No","No","No","Yes",2014
"30019","Factitious ill NEC/NOS ",9,,,,63,"No","No","No","Yes",2014
"30020","Phobia NOS ",9,,,,63,"No","No","No","Yes",2014
"30021","Agoraphobia w panic dis ",9,,,,63,"No","No","No","Yes",2014
"30022","Agoraphobia w/o panic ",9,,,,63,"No","No","No","Yes",2014
"30023","Social phobia ",9,,,,63,"No","No","No","Yes",2014
"30029","Isolated/spec phobia NEC",9,,,,63,"No","No","No","Yes",2014
"3003","Obsessive-compulsive dis",9,,,,61,"No","No","No","Yes",2014
"3004","Dysthymic disorder ",9,,,,62,"No","No","No","Yes",2014
"3006","Depersonalization disord",9,,,,61,"No","No","No","Yes",2014
"3007","Hypochondriasis ",9,,,,63,"No","No","No","Yes",2014
"30081","Somatization disorder ",9,,,,63,"No","No","No","Yes",2014
"30082","Undiff somatoform disrdr",9,,,,63,"No","No","No","Yes",2014
"30089","Somatoform disorders NEC",9,,,,63,"No","No","No","Yes",2014
"30110","Affectiv personality NOS",9,,,,62,"No","No","No","Yes",2014
"30111","Chronic hypomanic person",9,,,,62,"No","No","No","Yes",2014
"30112","Chr depressive person ",9,,,,62,"No","No","No","Yes",2014
"30113","Cyclothymic disorder ",9,,,,62,"No","No","No","Yes",2014
"3013","Explosive personality ",9,,,,61,"No","No","No","Yes",2014
"3014","Obsessive-compulsive dis",9,,,,61,"No","No","No","Yes",2014
"30183","Borderline personality ",9,,,,61,"No","No","No","Yes",2014
"30300","Ac alcohol intox-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30301","Ac alcohol intox-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30302","Ac alcohol intox-episod ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30303","Ac alcohol intox-remiss ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30390","Alcoh dep NEC/NOS-unspec",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30391","Alcoh dep NEC/NOS-contin",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30392","Alcoh dep NEC/NOS-episod",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30393","Alcoh dep NEC/NOS-remiss",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30400","Opioid dependence-unspec",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30401","Opioid dependence-contin",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30402","Opioid dependence-episod",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30403","Opioid dependence-remiss",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30410","Sed,hyp,anxiolyt dep-NOS",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30411","Sed,hyp,anxiolyt dep-con",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30412","Sed,hyp,anxiolyt dep-epi",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30413","Sed,hyp,anxiolyt dep-rem",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30420","Cocaine depend-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30421","Cocaine depend-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30422","Cocaine depend-episodic ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30423","Cocaine depend-remiss ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30430","Cannabis depend-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30431","Cannabis depend-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30432","Cannabis depend-episodic",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30433","Cannabis depend-remiss ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30440","Amphetamin depend-unspec",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30441","Amphetamin depend-contin",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30442","Amphetamin depend-episod",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30443","Amphetamin depend-remiss",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30450","Hallucinogen dep-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30451","Hallucinogen dep-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30452","Hallucinogen dep-episod ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30453","Hallucinogen dep-remiss ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30460","Drug depend NEC-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30461","Drug depend NEC-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30462","Drug depend NEC-episodic",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30463","Drug depend NEC-in rem ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30470","Opioid/other dep-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30471","Opioid/other dep-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30472","Opioid/other dep-episod ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30473","Opioid/other dep-remiss ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30480","Comb drug dep NEC-unspec",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30481","Comb drug dep NEC-contin",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30482","Comb drug dep NEC-episod",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30483","Comb drug dep NEC-remiss",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30490","Drug depend NOS-unspec ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30491","Drug depend NOS-contin ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30492","Drug depend NOS-episodic",9,52,55,55,,"Yes","Yes","Yes","No",2014
"30493","Drug depend NOS-remiss ",9,52,55,55,,"Yes","Yes","Yes","No",2014
"3071","Anorexia nervosa ",9,,,,61,"No","No","No","Yes",2014
"30723","Tourette's disorder ",9,,,,61,"No","No","No","Yes",2014
"3073","Stereotypic movement dis",9,,,,61,"No","No","No","Yes",2014
"30751","Bulimia nervosa ",9,,,,61,"No","No","No","Yes",2014
"3091","Prolong depressive react",9,,,,62,"No","No","No","Yes",2014
"30981","Posttraumatic stress dis",9,,,,61,"No","No","No","Yes",2014
"311","Depressive disorder NEC ",9,,,,62,"No","No","No","Yes",2014
"31200","Unsocial aggress-unspec ",9,,,,61,"No","No","No","Yes",2014
"31201","Unsocial aggression-mild",9,,,,61,"No","No","No","Yes",2014
"31202","Unsocial aggression-mod ",9,,,,61,"No","No","No","Yes",2014
"31203","Unsocial aggress-severe ",9,,,,61,"No","No","No","Yes",2014
"31210","Unsocial unaggress-unsp ",9,,,,61,"No","No","No","Yes",2014
"31211","Unsocial unaggress-mild ",9,,,,61,"No","No","No","Yes",2014
"31212","Unsocial unaggress-mod ",9,,,,61,"No","No","No","Yes",2014
"31213","Unsocial unaggr-severe ",9,,,,61,"No","No","No","Yes",2014
"31220","Social conduct dis-unsp ",9,,,,61,"No","No","No","Yes",2014
"31221","Social conduct dis-mild ",9,,,,61,"No","No","No","Yes",2014
"31222","Social conduct dis-mod ",9,,,,61,"No","No","No","Yes",2014
"31223","Social conduct dis-sev ",9,,,,61,"No","No","No","Yes",2014
"31230","Impulse control dis NOS ",9,,,,61,"No","No","No","Yes",2014
"31231","Pathological gambling ",9,,,,61,"No","No","No","Yes",2014
"31232","Kleptomania ",9,,,,61,"No","No","No","Yes",2014
"31233","Pyromania ",9,,,,61,"No","No","No","Yes",2014
"31234","Intermitt explosive dis ",9,,,,61,"No","No","No","Yes",2014
"31235","Isolated explosive dis ",9,,,,61,"No","No","No","Yes",2014
"31239","Impulse control dis NEC ",9,,,,61,"No","No","No","Yes",2014
"3124","Mix dis conduct/emotion ",9,,,,61,"No","No","No","Yes",2014
"31281","Cndct dsrdr chldhd onst ",9,,,,61,"No","No","No","Yes",2014
"31282","Cndct dsrdr adlscnt onst",9,,,,61,"No","No","No","Yes",2014
"31289","Other conduct disorder ",9,,,,61,"No","No","No","Yes",2014
"3129","Conduct disturbance NOS ",9,,,,61,"No","No","No","Yes",2014
"31381","Opposition defiant disor",9,,,,61,"No","No","No","Yes",2014
"31400","Attn defic nonhyperact ",9,,,,61,"No","No","No","Yes",2014
"31401","Attn deficit w hyperact ",9,,,,61,"No","No","No","Yes",2014
"3141","Hyperkinet w devel delay",9,,,,61,"No","No","No","Yes",2014
"3142","Hyperkinetic conduct dis",9,,,,61,"No","No","No","Yes",2014
"3148","Other hyperkinetic synd ",9,,,,61,"No","No","No","Yes",2014
"3149","Hyperkinetic synd NOS ",9,,,,61,"No","No","No","Yes",2014
